start	text
3624279	Всякие мелочи в этом роде.
3626580	Если другие время от времени
3627960	встают на задние ноги,
3629520	чтобы что-то достать
3630520	или даже сделать
3631500	несколько неуклюжих шагов,
3633279	стоя в вертикальном положении,
3635160	то он единственный,
3636240	кто ходит так постоянно.
3638160	Также у него имеется
3639180	остроконечный хвост
3640420	длиной примерно
3641440	в половину ноги.
3642380	Его скафандр единственный,
3644620	у которого есть специальный отсек,
3646800	сделанный только ради хвоста.
3648880	Он немного выше меня,
3650400	что делает его примерно
3651460	на полторы головы выше
3652740	Йоханссон
3653400	или любого другого пришельца,
3655420	вставшего на задние ноги.
3657240	Это он компенсирует,
3658340	будучи тощим,
3659180	как жерть,
3660000	словно змея с руками и ногами,
3661660	но с драконией мордой.
3663500	Он по большей части белый,
3665200	с красной окантовкой
3666180	по бокам тела
3667100	и в виде буквы В
3668940	на шее и груди.
3671060	У него есть
3671580	темно-желтые гребни на голове
3673180	и вдоль позвоночника,
3674779	прямо как у Годзиллы,
3676200	только округлые и тупые.
3678240	Верхний гребень более мясистый
3679920	и немного наклонен
3680940	вперед к колбу,
3682180	что делает его похожим
3683259	на зачесанные волосы.
3685500	Из-за этого я пока еще не решил,
3687580	называть ли его Пафом
3688819	или Кирком.
3691480	Давай.
3692600	Все остальные инопланетяне копытные,
3694620	и я решил считать их травоядными,
3697299	пока они не дадут мне повода
3698660	к иному отношению.
3700140	Именно поэтому я дал им
3701279	вегетарианские наборы,
3702900	приблизительно четверть
3703940	всех моих пакетов с едой,
3706020	содержат растительный белок
3707380	вместо мяса.
3708799	Он лучше хранится
3709660	и дешевле стоит,
3711020	одним словом,
3712080	двойная выгода для НАСА.
3714060	Но Паф всеяден.
3715980	И под всеядностью
3717040	я имею в виду то,
3718860	что он даже не стал разворачивать
3720380	и разогревать свой пакет.
3722360	Он просто запустил в него зубы
3724020	и слопал его целиком
3725220	вместе с упаковкой.
3726260	Хотя, если честно,
3727960	он, скорее всего,
3728760	просто красуется.
3730780	Парень прямо-таки
3731560	источает брутальность.
3733520	Ладно,
3734420	я убил уже больше получаса
3736000	на написание этого,
3737520	так что мне пора бы прерваться.
3739880	Если мы все в шестером
3741040	собираемся жить вместе,
3742940	то мне нужно убедиться,
3744100	что все в полном порядке.
3746320	Это означает,
3747200	что нужно очистить
3748040	солнечные панели,
3749500	проверить,
3749980	что они вообще пережили бурю,
3751400	а затем провести диагностику
3753200	на всем критически важном
3754820	оборудовании,
3755700	оксигенаторе,
3756920	регуляторе атмосферы
3758020	и регенераторе воды.
3759960	И мне также нужно подготовить
3761280	хотя бы одного из роверов.
3763220	Если системы дома
3764180	окажутся в порядке,
3766040	завтра я попрошу своих гостей
3767720	отвезти меня к их кораблю.
3769900	Если из него можно извлечь
3771520	хоть что-то,
3772560	особенно еду,
3773700	то лучше это сделать
3774640	как можно скорее.
3776260	Я только надеюсь,
3777120	что он находится
3777900	в пределах
3778560	10-километрового радиуса,
3780819	указанного
3781339	в регламентах миссии.
3783220	Если вдали от дома
3784339	у ровера
3784900	сядут батареи,
3786540	нам придется
3787160	очень долго ждать
3788240	приезда дорожных механиков
3789859	с подзарядкой.
3792100	Примечание автора
3793400	в алийский язык пони
3794720	— это отсылка
3795640	к путешествиям Гулливера.
3797460	И да,
3798339	это превращает
3799240	Уотни в еху.
3800799	Некоторые из вас
3801540	могут подумать,
3802700	что я изображаю
3803560	командора Льюис
3804580	немного мрачно
3805420	в этой и последующих главах.
3807120	В оригинальной книге
3808740	мы не видим ее
3809580	или остальную команду
3810920	целых 4 месяца
3812100	после отмены миссии,
3813680	за исключением главы,
3814859	которая возвращается
3815940	к точке зрения
3816980	экипажа на сам отлет.
3818799	И поэтому мы не видим,
3820339	как экипаж
3820940	пережил гибель Уотни.
3823120	Но мы знаем,
3823859	что 4 месяца спустя
3825200	первой реакцией
3826900	Льюис на известие о том,
3828839	что Уотни выжил,
3830319	было мучительное чувство вины.
3832660	Поэтому я могу
3833380	только представить,
3834500	что на следующий день
3835440	после отлета
3836180	оно было по меньшей мере
3837819	таким же сильным,
3839140	как и через 4 месяца.
3841160	И просто,
3842180	чтобы прервать спекуляцию,
3844220	нет,
3845259	Гермес не остается,
3846720	чтобы спасти Уотни.
3848919	МВМ
3849520	миссии
3850860	АРС-4
3852560	только начал делать топливо,
3855600	необходимое для запуска.
3857900	МВМ
3858760	АРС-3
3859760	не может приземлиться
3861220	обратно на Марс.
3862700	Нет топлива,
3863640	теплозащитного экрана,
3864900	парашютов
3865500	и такде и топата.
3867180	А у Гермеса
3868020	нет припасов,
3868920	чтобы ждать.
3870080	Но у меня есть
3870820	несколько причин,
3872160	чтобы задержать их
3873060	тут еще ненадолго.
3874140	По правилам Нессе,
3877640	к экипажу космического корабля
3879319	имеет право обращаться
3880740	только и исключительно
3881940	оператор связи,
3883319	чтобы в экстренных ситуациях
3885060	астронавты четко знали,
3886420	кого слушать,
3887240	и не путались
3887819	в противоречивых приказах.
3890100	Все остальные,
3890879	включая начальство
3891779	любого ранга,
3893060	обязаны передавать
3893940	свои слова через оператора.
3895920	Поэтому прямое обращение
3897279	Митчелла для Льюис
3898540	действительно нечто
3900000	из ряда вон.
3901780	Второй.
3902880	Отсыл на прическу Кирка
3904340	из Стартрека.
