start	text
1662879	то ли везению
1663679	и срочным молитвам
1664979	ко всем, кому не всё равно,
1666919	она сотворила чудо,
1668620	превратив курс на столкновение
1670219	в пологий нырок в атмосферу.
1671739	Но достичь невозможного
1673699	ей всё же не удалось,
1675139	разреженная пыльная атмосфера планеты
1677100	вцепилась в корабль
1678560	и отказывалась отпускать.
1680639	Крылатый фюзеляж корабля
1682000	тормозился слишком быстро,
1683940	чтобы удержаться на орбите,
1685879	но недостаточно для управляемой посадки
1688060	на неподготовленную поверхность.
1690760	В качестве отчаянной меры
1692139	аварийные солнечные батареи,
1694600	убранные перед снижением,
1696100	были выпущены снова.
1697800	Через миг они сорвались с креплений,
1699520	почти не замедлив корабль.
1701919	Следом был выпущен
1702800	аварийный тормозной парашют,
1704520	а за ним посадочные парашюты.
1706100	Все они продержались лишь пару секунд,
1708820	после чего их порвало в клочья.
1711399	Наконец, не видя другого выхода,
1713580	пилот задрала нос как можно выше,
1715740	стараясь хоть как-то затормозить.
1718179	Маневровые движки,
1719280	перегруженные сверх всякой меры,
1721360	исчерпали ману и вырубились.
1723840	Гироскопы ориентации,
1725679	вынужденные работать непрерывно,
1727740	выжрали всю энергию электрических батарей
1730060	и автоматически отключились.
1732540	Корабль, оставшись неуправляемым,
1734240	самопроизвольно клюнул носом,
1736560	едва успев перемахнуть
1737660	через край неглубокого каньона.
1739900	А потом они встретились с поверхностью,
1742240	и в корабле уже не было энергии
1743840	ни на выпуск шасси,
1745280	ни на управление, ни на что.
1747760	С грохотом, перекрывшим даже вой пыльной бури,
1750740	корабль на полной скорости
1752000	хлопнулся брюхом об инопланетную почву
1754120	и заскользил, вздымая перед собой
1756420	вал из пыли и мелких камушков.
1758260	Попадавшиеся навстречу крупные камни
1761140	снесли его короткие крылья-плавники,
1763900	закрутив корабль сперва в одну,
1765879	затем в другую сторону,
1767520	но прямо по курсу ни одного валуна,
1769640	к счастью, не оказалось.
1771560	Постепенно под кораблем
1772660	образовалась пологая насыпь,
1774540	и нос начал зарываться в грунт,
1776560	сильнее тормозя аппарат.
1778379	И, наконец, с последним стоном
1779920	измученного металла,
1781540	корабль вздрогнул и замер,
1783300	оставив за собой борозду
1784580	длиной в несколько километров.
1786679	Картинка Айчтипа Э.
1788699	СЮ.
1790040	Дэрпи Сидэн.
1791240	Дзэчкнет.
1792399	Шэ.
1792879	Эмг.
1793740	Две тысяча девятнадцать.
1795659	Шесть.
1796580	Шестнадцать.
1797840	Две тысяча шейпт.
1798939	Сэссэйс.
1799840	Сиэс.
1800419	Сэссэсэсэсэсэсэсэсэсэсэсэсэсээддин.
1801620	Лардж.
1803460	Пэнджи.
1805080	Пять космических путешественников,
1807179	надёжно упакованные в скафандры,
1809419	выжили.
1809820	Но их корабль лишился энергии,
1812480	воздуха, воды и магии.
1815399	А когда они пришли в себя,
1817220	то все пятеро заметили на встроенных
1819040	в шлемы курсовых дисплеях
1820600	мигающий огонёк.
1823120	Последний человек на Марсе
1824460	сидел один в своём жилище
1826000	и печатал.
1827480	Вот такова ситуация.
1829300	Я застрял на Марсе.
1831060	У меня нет возможности общаться
1832480	с Гермесом или Землёй.
1834720	Все думают, что я мёртв.
1836500	Я нахожусь в доме,
1837600	рассчитанном на тридцать один день.
1839900	Если оксигенатор сломается,
1841600	я задохнусь.
1843060	Если очиститель воды сломается,
1845300	я умру от жажды.
1847040	Если дом порвётся,
1848520	я просто взорвусь.
1850140	Если ничего из этого не произойдёт,
1852280	у меня в конце концов
1853300	закончится еда,
1854820	и я умру голодной смертью.
1856900	Так что да, я в жопе.
1859380	Он сделал паузу,
1860480	решив, что это весьма подходящее место
1862540	для завершения записи в журнале,
1864280	и переместил курсор на кнопку сохранения.
1868040	Раздался стук в дверь.
1869900	Его пальцы вернулись к клавиатуре.
1872820	И, видимо, я уже схожу с ума.
1875260	Должно быть потеря крови.
1877420	Мне кажется, что только что слышал,
1879220	как кто-то постучался в дверь
1880560	первого воздушного шлюза.
1882720	Но это невозможно,
1883840	потому что все остальные
1884960	улетели на МАВ.
1886520	А это поездка в один конец.
1888820	Раздался ещё один стук,
1890420	куда как более настойчивый.
1891840	И, бена мать,
1893720	это случилось снова.
1895459	Что-то на самом деле стучит в дверь шлюза.
1898120	Марк Воттни сохранил запись,
1900580	встал со стула,
1901840	стараясь не обращать внимания
1903300	на недавно зашитую рану на боку,
1905659	и пошёл, чтобы ответить на него.
1907180	Примечание автора.
1910000	«Спаркл-двигатель»
1911060	описывает принцип работы FTL-движителя
1913620	из HTCPL
1916060	G-C-Ponyfiction.org
1920180	Story
1921160	B-C-P-C-I-A-S-O-3
1923680	«Стрела-18»
1925780	Автора
1926260	Admiral Tiger Claw
1927720	Одной из моих любимых историй
1929900	на FimFiction.
1931420	На тех же принципах
1932460	в том фанфике работает телекинез,
1934740	но у нас с этим всё не так.
1936120	Вам не нужно предварительно читать
1938520	космическую программу чейнджлингов,
1940760	чтобы понимать происходящее
1942120	в этой истории.
1943580	Однако я настоятельно рекомендую вам
1945479	приобрести экземпляр книги
1947239	Энди Вейра Марсианин.
1949820	Во-первых, это замечательная книга,
1951840	а во-вторых, я опираюсь именно на неё,
1954260	а не на фильм.
1955459	В фильме Уоттни было куда проще,
1957100	чем в книге.
1958219	Я намеренно избегаю повтора сцен,
1960120	описанных в книге,
1961560	так что прямое цитирование
1962840	в конце этой главы
1963800	может считаться исключением.
1965220	Конечно, добавление пяти пони,
1967940	трёх пони чейнджлинга
1969140	и драк на примпереулок,
1970600	почти полностью меняет проблемы,
1972680	встающие перед Уоттни.
1974320	А это означает,
1975280	что происходящее будет
1976360	в значительной мере другим.
1978400	Но ему всё равно придётся решать
1979920	ежедневные проблемы с воздухом,
1982000	водой, пищей, теплом, связью,
1984400	возвращение домой там.
1986140	И, конечно же,
1986820	проблему здравого рассудка.
1989300	Некоторые главы будут длинными,
1990860	хотя ни одна из них не будет
1992740	такой длинной,
1993540	как самые длинные главы КПЧ,
1995639	а некоторые очень короткими.
1997860	Каждая глава будет днём,
1999580	вернее, солом,
2000959	жизни героев.
2002300	И поскольку это кажется
2003620	достаточно разумным,
2005399	я собираюсь попытаться
2006439	публиковать по одной главе в день,
2008699	даже когда я нахожусь
2009659	в командировках по делам.
2011419	Надеюсь, я смогу продолжать
2012820	в том же духе.
2014100	Посмотрим.
2014700	Если вам понравилось,
2016800	вот мой Патреон.
2020380	Вабави.
2021700	Патреон.
2023460	Ком.
2024360	Крис Оверстрит.
2026360	Серьёзно.
2027940	Я не могу тратить на это
2029080	много времени,
2029920	если приходится заниматься
2031180	другими делами,
2032380	которые помогают оплачивать
2033680	счета и кредиты,
2034780	поэтому ваши взносы означают
2036420	больше глав пропони.
2039560	Сол седьмой.
2041820	В то время, что должно было быть
2043280	утром седьмого Сола,
2044879	а вместо этого стало
2045899	послеполуденным временем
2047240	131-го дня миссии,
2049779	марсианский взлётный модуль
2051300	МВМ
2052179	с пятью выжившими членами
2054179	экспедиции
2054980	АРС-3
2056040	пришвартовался к Гермесу
2058020	судну,
2058779	которая доставила их на Марс
2060219	и которая доставит их
2061279	обратно на Землю.
2063300	Протокол НАСА
2064080	на случай досрочного
2065219	прерывания миссии,
2066560	подобного тому,
2067520	что и произошло с ними,
2069080	был однозначен,
2070259	и такие ситуации
2071199	были не раз отработаны
2072500	за годы обучения команды.
2075260	Выгрузить образцы пород,
2077080	взятые прямо на месте посадки
2078860	и загруженные в МВМ
2080159	ещё на второй СОЛ,
2081780	чтобы миссия не была
2082800	полностью провальной
2083840	при любом ходе событий
2085060	25 килограммов,
2086800	или примерно 1,20,
2089020	от того, что они собрали бы
2090420	при штатном завершении миссии.
2092719	Отстыковать МВМ,
2094280	запрограммировав его
2095239	на автономный полёт,
2096639	что превратит его
2097380	в ещё один спутник-ретранслятор
2099600	на марсианской орбите.
2102060	А затем Гермес
2103720	приступит к первому
2105120	из заранее рассчитанных манёвров,
2107420	чтобы как можно быстрее
2108580	отправиться в свой долгий путь
2110120	до Земли,
2110680	чем раньше корабль
2111580	покинет орбиту Марса,
2113400	тем меньше времени и энергии
2114839	потребуется ему на эту дорогу.
2117440	Сначала МВМ покинула
2119080	Бет Йоханссон,
2120460	оператор компьютерных систем миссии,
2122759	а заодно и инженер-электронщик.
2125080	Её задачей было
2125940	осмотреть Гермес
2127100	и убедиться,
2128200	что самый дорогой корабль,
2129700	когда-либо построенный человечеством,
2131819	был готов к полёту.
2133740	В теории у неё должен был быть
2135319	напарник для помощи
2136400	с осмотром и проверками,
2138180	но обстоятельства изменились.
2140279	Далее вышел Александр Фогель
2141960	из Европейского космического агентства.
2144700	Химик и штурман миссии.
2146660	Немецкий учёный
2147460	толкал перед собой
2148360	один из двух пластиковых контейнеров
2150220	с образцами камня и почвы,
2152500	направляясь к научной лаборатории,
2154120	где образцы и будут храниться.
2156060	Это, строго говоря,
2158020	была не его обязанность,
2159759	но опять-таки
2160460	обстоятельства изменились.
2163200	Майор военно-воздушных сил США
2165279	Рик Мартинес,
2167200	пилот миссии
2168120	и второй после командира,
2169880	шёл следующим,
2171080	толкая второй контейнер
2172220	для образцов.
2173700	Мартинес был
2174380	главным шутником команды,
2176259	хотя и не приступал
2177200	определённых границ,
2178640	и обожал отыгрывать образ
2180000	стереотипного
2180720	бесшабашного лётчика.
2181860	Но сегодня он был настолько
2183920	мрачным и сосредоточенным,
2186400	что любой сержант был бы доволен.
2188740	Он спас МВМ от опрокидывания
2190580	во время невиданно мощной бури,
2192600	которая и заставила их
2193780	прервать миссию,
2195040	и он выполнит любые
2196060	орбитальные манёвры,
2197600	необходимые для отправки
2198840	Гермеса,
2199820	домой.
2201240	Что он при этом думал и чувствовал,
2203200	не должно было влиять на работу.
2205320	Наконец, неохотно появились
2206700	последние два члена экипажа.
2208560	Командир военно-морского флота США,
2211900	командир и геолог миссии
2213600	Мелисса Льюис
2214640	проплыла через шлюз,
2216660	а за ней следовал Крис Бек,
2218500	врач миссии
2219340	и специалист по наружным работам.
2221720	Льюис не сказала ни слова,
2223420	когда Фогель предложил
2224520	забрать образцы почвы
2225740	в лабораторию вместо неё.
2227680	Она вообще молчала
2228660	почти всё время
2229440	после приказа о старте МВМ.
2232140	Бек,
2232799	обеспокоенный
2233500	её психическим здоровьем,
2235460	решил держаться к ней поближе.
2236960	По крайней мере,
2238300	пока Гермес
2239140	не завершит орбитальный манёвр,
2241220	выводящий его к Земле манёвр,
2243480	который потребует
2244380	три витка вокруг Марса
2245760	и займёт большую часть дня.
2248380	Льюис едва замечала его,
2250540	и ей это было безразлично,
2252640	однако достаточно
2253540	осознавала ситуацию,
2255440	чтобы обеспокоиться
2256500	собственным безразличием.
2259100	«Мелисса», —
2260220	соберись упрекнула она себя,
2261960	«ты командир миссии,
2263920	и у тебя есть ещё
2264700	четыре других астронавта,
2266140	которых требуется
2267200	безопасно вернуть домой.
2268819	Они зависят от твоей собранности,
2270900	духа и морали.
2272120	Им нужна уверенность прямо сейчас,
2274140	а не капитан,
2274839	сунувший голову в песок».
2277080	Да уж.
2278240	Четыре других астронавта,
2280100	пять минус один.
2281620	Её мысли всё ещё
2282580	крутились вокруг
2283319	пустого шестого ложемента
2284819	в МВМ,
2285779	который был предназначен
2286879	для Марка Уотни,
2288100	инженера миссии
2289000	и ботаника.
2290480	Но Йоханссон видела,
2291700	как в Уотни
2292200	врезалась сорванная антенна.
2294140	Да и его биодатчик показал
2295560	отсутствие признаков жизни,
2297299	прежде чем Утай и сам умер.
2299460	Но это не оправдание.
2301339	Я должна была вернуть
2302420	пятерых астронавтов,
2303779	а не четырёх.
2304700	Я провалила свою задачу.
2307680	Странная авария.
2309379	Странный шторм.
2311060	Я нарушила протоколы миссии,
2313000	пытаясь найти его.
2314660	Я сделала всё возможное.
2316280	Но сделала ли я?
2319440	На самом деле сделала?
2321660	Я ведь могла сделать что-то ещё.
2324860	Я могла бы отдать приказ раньше.
2327420	Я могла бы заставить команду
2328880	держаться ближе друг к другу.
2331220	В конце концов,
2332480	я могла бы приказать всем
2333900	связаться одним тросом.
2336260	И на основании чего
2337440	ты бы всё это сделала?
2339380	У тебя не было возможности
2340660	узнать заранее.
2342040	Это могла быть Йоханссон
2343440	или Бек,
2344580	а может и ты сама.
2345920	Не было вариантов.
2347580	Или всё-таки были?
2349600	Поглощённая мысленным спором,
2351300	повторяющимся по кругу,
2352980	она позволила Беку
2354020	направить себя к мостику.
2355980	Оказавшись там,
2357220	Мелисса устроилась
2358220	за своим рабочим местом.
2360100	Бек знал,
2360680	что лучше не заходить так далеко,
2362600	чтобы помочь ей сесть
2363660	и пристегнуться.
2365600	Сигнал терминала
2366460	входящих сообщений
2367680	появился на её экране,
2369180	но в этом не было
2370240	ничего особенного.
2372120	В конце концов,
2372900	НАСА слушала
2374580	все их переговоры
2375700	на всём протяжении
2376680	эвакуации и старта,
2378700	хотя и не могло
2379460	посоветовать ничего
2380420	в режиме реального времени
2381720	из-за разницы
2382760	в четыре световых минуты.
2384740	НАСА уже получила
2386100	свой первый краткий отчёт
2387740	о гибели Уотни,
2389080	и теперь там,
2389840	несомненно,
2390480	хотели ответить.
2392080	Не дожидаясь Йоханссон,
2393660	в обязанности которой
2394680	и входила загрузка сообщений,
2396840	Льюис набрала команду
2397980	на своём терминале
2398960	и нажала кнопку воспроизведения.
2401040	На экране появилось
2414700	изображение человека
2416060	с квадратной головой
2417140	и квадратной челюстью
2418320	Митча Хендерсона,
2419700	руководителя полёта,
2420779	а заодно и главы управления
2422820	миссиями АРЭС
2424380	1, 2 и 3.
2426080	Странно подумала Льюис.
2428880	Не по протоколу.
2430420	Почему не наш обычный оператор?
2433940	Дани.
2435380	Гермес.
2436440	Это Митч Хендерсон,
2437819	сказал он.
2438920	Мы знаем,
2439480	как сильно ударила
2440340	по вам потеря Марка Уотни.
2442520	Марк был особенным человеком
2444020	и настоящим астронавтом,
2445759	и всем в программе
2446620	будет его очень не хватать.
2448740	У Бека перехватило дыхание.
2450980	Льюис проигнорировала его
2452319	и заставила себя дышать нормально.
2454260	В конце концов,
2456040	командиры обязаны
2456920	сохранять спокойствие
2458000	в любой обстановке.
2459700	Обычно в подобный момент
2460880	мы концентрируемся
2461880	исключительно на том,
2463140	чтобы как можно быстрее
2464300	доставить оставшихся домой.
2466200	На Землю.
2467480	Продолжил Митч.
2469040	Но доктор Капур Венкат Капур,
2471380	глава проекта АРЭС,
2473120	поставил вам новую задачу.
2475140	Он сделал паузу,
2476200	глядя на пачку бумаг
2477200	у себя в руках.
2478520	Мы заказали просмотр
2479540	всех спутниковых фотографий
2481160	за период непосредственно до
2482640	и во время прекращения миссии.
2485359	Одна из наших сотрудниц,
2486740	работающих со спутниками,
2488660	Митч покосился на бумаге.
2491040	Минди Паркс.
2492920	Кое-что заметила на фотографиях,
2494740	сделанных двумя разными спутниками.
2496340	Мы высылаем вам файлы изображений
2499020	в высоком разрешении,
2500560	но вот вам пока первый снимок.
2502540	Лицо Митча сменилось
2503640	полноцветной спутниковой фотографией.
2506580	Марс заполнял весь задний план
2508440	совершенно другой регион планеты,
2510700	вдали от посадочной площадки
2512240	АРЭСа-3 на Цедалийской равнине.
2514600	Но на переднем плане,
2516920	там, где ничего не должно было быть,
2519040	виднелось что-то розовое.
2520920	Розовое и, насколько горстка пикселей
2523780	могла передать форму,
2525480	заостренное,
2526820	и с двумя штуковинами по бокам,
2528800	какие никогда не встречались
2530260	ни у одного астероида
2531700	или метеорита,
2532880	известных человечеству.
2534700	Блестящий пастельный цвет,
2537360	чем бы оно ни было,
2539120	бросался в глаза,
2540000	словно клок здоровой кожи на лице,
2542420	покрытым вековыми струбьями Марса.
2544920	«Второе изображение не столь удачное»,
2547600	сказал Митч.
2548740	«Поэтому мы не собираемся
2549960	встраивать его в это видео,
2551800	но оно показывает объект
2553080	размером с МВМ
2554220	в посадочной конфигурации,
2556380	входящей в пыльную бурю
2557700	за 7 минут до вашего старта».
2560220	Касаемо прерывания вашей миссии.
2563300	По словам Паркс,
2564400	время и направление
2565340	по этим двум снимкам
2566560	дает приблизительную траекторию
2568540	для объекта,
2569560	который должен был врезаться в Марс
2571240	в 10 километрах к северо-западу
2573280	от дома примерно за 2 минуты
2575380	до вашего взлета.
2576900	Ну, плюс-минус 30 километров.
2579040	«Очевидно, этого не произошло.
2581920	Иначе вы бы заметили».
2583300	Льюис так пристально пожирала глазами
2586000	маленькую розовую штучку на фотографии,
2588420	что все еще видела ее,
2590100	даже когда камера снова переключилась
2592000	на Митча Хендерсона.
2593880	«Если говорить откровенно,
2595960	мы не знаем, что это такое,
2597420	и боимся даже предполагать»,
2599100	продолжил Митч.
2600460	Но доктор Капур убедил Тедди Сандерса,
2603040	нынешнего руководителя НАСА,
2604520	«по крайней мере, это будет беспрецедентный шанс
2607780	наблюдать выброс породы
2609120	сразу же после удара метеорита
2611300	по поверхности Марса».
2613480	«Всякие дальнейшие предположения»,
2615759	добавил он,
2616860	«сжав губы в явном неодобрении того,
2618940	что вынужден был говорить,
2620500	в настоящее время рассматриваются
2622280	как необоснованные спекуляции и домыслы».
2625480	«Необоснованные спекуляции?»
2628560	«Потомыслы?»
2629720	подумала Льюис.
2631000	«Это явно не фрагмент астероида.
2633400	Вполне возможно,
2634340	что объект из пояса Койпера
2635960	и будет такого цвета,
2637900	но мы бы видели его кометный хвост
2639840	еще несколько месяцев назад,
2642500	если бы он вообще смог прожить столь долго».
2645680	«Итак, что же у нас остается,
2648040	если эта штука неестественного происхождения?»
2651500	«Я отдельно хочу подчеркнуть»,
2653160	добавил Митч,
2654400	«что это отнюдь не обман и не шутка.
2656180	Никому здесь в НАСА
2658000	даже в голову не взбредет ничего подобного
2660460	сразу же после потери одного из нас».
2663500	«Прикрепленные изображения
2664960	являются официальными
2666180	и не подвергались правке.
2667980	Вы их получите в том же виде,
2669460	что мы их получили со спутников.
2671460	Это все правда.
2672640	И очень серьезно.
2674480	Настолько серьезно,
2675640	что мы пока не будем возвращать вас домой».
2678440	Митч вытащил один лист
2679680	из пачки бумаг у себя в руке
2681100	и внимательно посмотрел на него.
2683520	«В это сообщение
2684500	включен ряд возможных программ
2686180	корректировки орбиты,
2687640	которые вы можете выбрать
2688760	в зависимости от того,
2690120	сколько времени вам понадобится
2691640	на предстартовую подготовку Гермеса.
2694520	Мы выведем вас на орбиту
2695720	настолько низкую,
2696980	насколько вообще посмеем.
2699000	Камеры Гермеса не хуже
2700380	или даже лучше,
2701360	чем на любом из спутников.
2703000	А благодаря ионным двигателям
2704580	вы можете нырнуть
2705960	к границе атмосферы Марса,
2708000	не рискуя сойти с орбиты
2709320	по меньшей мере в течение недели,
2711140	на которую мы продлим вашу миссию.
2713380	Ваша задача заключается в том,
2715840	чтобы детально исследовать
2717100	область предполагаемого падения
2718920	объекта на площади,
2720740	в два раза превышающий
2722000	предполагаемый эллипс рассеивания.
2724840	Как только вы найдете его,
2726660	сделайте столько снимков,
2727920	сколько сможете,
2729060	и немедленно отправьте их нам».
2731120	Митч прочистил горло,
2733760	выглядел он при этом
2734660	явно смущенным и добавил.
2737040	«Очевидно,
2737700	эта область также захватит
2739160	в себя и местоположение дома».
2741060	Доктор Капур также хочет
2743279	сфотографировать дом
2744320	с целью повторного использования
2746380	жилища и неиспользованных материалов
2748620	для будущей миссии АРЭС.
2750840	Но в свете потери Марка Уотни
2752620	эта задача совершенно необязательна.
2755799	«Если вам это будет неудобно,
2757980	мы оставим эту работу спутником».
2760520	«Кроме того», — сказал Митч,
2763000	слегка повышая тон и произнося
2764820	каждое слово медленно,
2766540	придавая им дополнительный вес,
2768120	«вы не должны пока отстыковывать
2770299	марсианский взлетный модуль.
2772279	Мы хотим с помощью Гермеса
2773680	вывести его на орбиту,
2775120	которая будет пересекать
2776220	область поиска как можно чаще.
2778480	Мы все еще работаем над процедурой для этого
2780540	и выдадим ее вам,
2782200	как только она будет готова».
2783339	«Я еще раз говорю,
2785480	нам горько слышать о Марке Уотни,
2787700	и если кто-то из нас в НАСА
2789120	может чем-то помочь,
2790319	сообщите нам».
2791620	«Я останусь на месте оператора связи
2793500	на весь день,
2794480	чтобы ответить на любые ваши вопросы».
2796340	«Хендерсон, конец связи».
2799360	Видео закончилось.
2801140	Льюис покачала головой,
2802820	потрясенная, смущенная,
2804600	печальная и возбужденная одновременно.
2807400	Это может быть именно то,
2808940	на что прежде всего
2809900	надеялся любой астронавт,
2811980	но...
2813400	но...
2814340	«Командир, хочешь?
2816260	Я соберу остальных членов экипажа»,
2818720	тихо спросил Бек.
2820340	«Я думаю, что им всем нужно это увидеть».
2823520	Льюис кивнула.
2825040	«Да, будь добр,
2827040	прямо сейчас».
2828480	Она подавила рыдание,
2830259	снова глубоко вздохнув,
2831880	и открыла у себя на экране
2833240	два изображения,
2834200	которые упомянул Мич.
2835900	Маленькая заостренная штучка
2837380	на одной картинке
2838380	и менее очевидное розовое пятнышко,
2841380	толкающее перед собой
2842480	чудовищно мощную ударную волну
2844780	сквозь задний фронт пыльной бури.
2846960	«Ну почему», — подумала она.
2849600	«Почему самое большое открытие
2851240	в истории космических полетов
2852840	должно произойти именно сейчас?»
2855840	«Арес-3»,
2856800	запись в журнале,
2858140	«Сол-7».
2859560	«Ну и кто скажет,
2860600	что мне не повезло?»
2862200	«Вот я, Марк Отни,
2864000	первый человек,
2864820	встретивший разумную жизнь
2866080	из другого мира».
2867800	«Мне повезло».
2869320	«Проблема лишь в том,
2870400	что прежде чем кто-нибудь
2871480	об этом узнает,
2872620	и я,
2873380	и эта самая разумная жизнь,
2875360	будем давным-давно мертвы».
2876940	«Я набираю это,
2878460	пока мы тут едим
2879260	поздний завтрак
2880120	или ранний обед.
2881680	Никто из нас не знает,
2882860	могут ли мои гости
2883680	усваивать земную пищу,
2885460	но, судя по тому,
2886180	что я понял,
2887260	выбор у нас не слишком большой».
2889720	«Так или иначе,
2891020	это всё уравновешивает
2892140	пять моих товарищей».
2894100	«По команде улетели на Гермес,
2896160	и тут же «привет»
2897360	являются пятеро пришельцев,
2899240	чтобы занять их места
2900200	за обеденным столом».
2901720	«Я знаю,
2902820	о чём вы сейчас думаете».
2904620	«Да».
2904940	«Я должен бережно
2906680	распределять свою еду,
2908160	чтобы растянуть её
2908960	наподольше,
2910120	а не раздавать её
2911020	межпланетным бродягам».
2913100	«И вы, в общем-то, правы.
2915060	Но если я правильно понял
2916419	те картинки,
2917140	что рисовали мне эти ребята,
2919100	они такие же потерпевшие
2920460	крушения,
2921200	как и я.
2922379	И полагаю,
2923060	наши общие шансы
2924100	на выживание
2924759	лишь увеличатся,
2926660	если мы будем работать вместе.
2928819	А в худшем случае,
2930359	я же всегда могу
2931279	убить их
2931840	и съесть».
2932840	«Верно?»
2934600	«Ох».
2935720	Я только что посмотрела
2937000	одно из них
2937660	в эти большие,
2939160	милые,
2939680	доверчивые глаза,
2941360	и мне стало ужасно стыдно
2942880	за эту дурацкую шутку.
2944780	Нет.
2945680	Не буду я никого есть,
2947100	даже если они погибнут
2948260	от естественных причин.
2949920	Или отстряпни наса,
2951440	что тоже вероятно,
2952740	хотя никто пока ещё
2953600	не хватается за горло
2954680	и не хрипит.
2956460	Очевидно,
2957020	что мы не говорим
2957740	на языке друг друга.
2959480	Они говорят что-то,
2960939	что для меня
2961419	немного похоже
2962339	на валийский.
2963700	Ну, во всяком случае,
2964859	как я себе его представляю.
2966620	Я ведь никогда
2967160	его не слышал.
2968720	Но инопланетный язык
2969959	содержит все эти
2970859	высокие носовые
2971819	гласные звуки,
2973259	словно ты полощешь горло,
2975100	а половина согласных —
2976439	это L.
2977500	Так что мы общаемся
2978339	при помощи рисунков на доске.
2980600	Вроде как вечеринка
2981520	соревнования
2982180	художников-карикатуристов,
2984040	за исключением того,
2984939	что мы все в одной команде,
2986660	и мы играем не на деньги.
2988520	Я уже говорил,
2989360	что четверо из пяти пришельцев
2990940	могут держать маркер
2992240	только зубами?
2993820	Не хочу даже думать,
2994940	сколько клеток мозга
2996040	они теряют
2996900	из-за паров растворителя
2998160	в чернилах каждый раз,
2999620	когда рисуют картинку.
3001760	Насколько я смог понять,
3003300	история их такова.
3005160	Они с планетой,
3006000	которая очень похожа на Землю,
3007860	но с совершенно
3008560	другими континентами.
3010460	Они взлетели на своем корабле,
3012320	чтобы отправиться
3012940	к соседней планете
3013920	в их солнечной системе,
3015640	в точности,
3016340	как мы, на Гермесе.
3017760	Что-то в их корабле сломалось.
3020200	Не знаю точно, что.
3021980	Инопланетянин, рисующий картинку,
3023900	просто изобразил черный дым,
3025840	идущий из хвоста
3026740	их маленькой ракеты,
3028320	а один из других инопланетян
3029640	начал спорить по этому поводу.
3031740	Я думаю,
3032300	она хотела подчеркнуть,
3033580	что дым в космосе
3034500	выглядит совсем иначе,
3036240	а тот, кто рисовал картинку,
3037740	хотел, чтобы все оставалось
3039040	как можно проще.
3041100	Я тут подумал,
3042020	что эти инопланетяне
3043120	должны быть очень похожи на нас,
3045400	раз след черного дыма
3046600	в их культуре означает
3047819	«мой самолет сломан»,
3049339	так же, как в нашей.
3051060	Интересно, какие еще сходства
3052660	окажутся в наших культурах?
3054819	Еще интересно,
3056120	не стоит ли мне
3056880	почистить историю браузера
3058339	на всякий случай?
3060259	Так или иначе,
3061720	чтобы не сломалось на их корабле,
3063500	оно забросило его на Марс,
3065339	а вовсе не туда,
3066339	куда они летели.
3067839	И бум!
3070480	Они приземлились тут.
3072680	А вот следующая часть
3073799	осталась не вполне понятна.
3075980	Все инопланетяне
3076859	попробовали нарисовать
3078040	по две или три разные картинки,
3080419	чтобы объяснить,
3081259	что произошло дальше,
3082839	но ни одна из них
3083779	не донесла до меня смысл.
3085879	Мое лучшее предположение,
3087680	что авария как-то
3088640	уничтожила их корабль.
3090700	Может быть, в корпусе есть дыра,
3092779	возможно, их кислородные баллоны
3094379	разорваны, я не понял.
3095740	Но потом они показали мне
3097799	дисплеи внутри своих скафандров,
3099979	в том числе и то,
3100819	что выглядит почти точно
3102080	как старый навигационный шар
3103759	эпохи Аполлона.
3105520	Затем нарисовали его
3106540	с мигающим огоньком,
3108020	а затем пришельцев,
3109399	подходящих к грубо нарисованному дому.
3112259	И так очевидно,
3113140	что маяк дома все еще работает.
3115560	Это, наверное,
3116339	единственное устройство связи,
3117899	которое у меня уцелело.
3119839	По радио не слышно ничего,
3121200	кроме помех,
3122020	что неудивительно,
3123419	ведь во время шторма
3124340	меня проткнуло не чем-нибудь,
3126120	а куском антенны.
3127760	К тому же,
3128220	во время вчерашней прогулки назад
3129800	в дом я видел,
3130800	что главной спутниковой тарелки
3132300	больше нет.
3133780	Таким образом,
3134540	все, что осталось,
3135620	это маяк,
3136700	который имеет собственную
3138060	внутреннюю антенну.
3139400	Но он рассчитан только на 25 километров,
3142620	и он не может модулировать сигнал.
3144900	Так что я думаю,
3145760	они тут застряли,
3147200	и застряли они с таким соседом,
3148860	как я.
3149100	Последний раз,
3150940	когда мне подобным образом
3152100	выбирали соседи по комнате,
3154299	был в общежитии на первом курсе
3155920	Чикагского университета.
3158120	С одной стороны,
3159460	никакого уединения на случай,
3161660	если придет моя несуществующая
3163460	марсианская девушка,
3164900	которая живет в Канаде.
3166839	С другой,
3167940	нет проблем найти игроков
3169259	для моей компании Дей Де.
3171740	Черт,
3172700	теперь я жалею,
3173540	что не захватил 100 с собой набор дайсов.
3175500	Итак,
3177420	кто же мои новые соседи,
3178980	спросите вы.
3180440	Ну,
3180800	я пока не знаю их имен,
3182780	но я могу довольно хорошо их описать.
3185220	По крайней мере так,
3186260	что когда вы посмотрите на фотографии,
3188160	которые я сделал,
3189320	то узнаете,
3189960	о ком я говорю.
3191520	Четверо из них —
3192560	четвероногие.
3193920	Точнее,
3194540	четверокопытные.
3196080	Да-да.
3197080	У них четыре копыта
3198320	и нет рук.
3199960	И копыта,
